sample_id,reception_id,sample_point,sample_timestamp,water_content_pct,oil_content_pct,solids_content_pct,density_15c_kg_m3,viscosity_40c_cst,viscosity_100c_cst,flash_point_c,pour_point_c,sulfur_total_pct,ash_content_pct,carbon_residue_pct,vanadium_ppm,nickel_ppm,iron_ppm,sodium_ppm,aluminum_silicon_ppm,chloride_ppm,acid_number_mg_koh_g,calorific_value_gross_mj_kg,calorific_value_net_mj_kg,pcb_ppm,btex_ppm,h2s_ppm,emulsion_layer_pct,particle_size_d50_micron
LAB-HAM-2023-01004,REC-HAM-2023-00289,Inlet,2023-05-18 22:37:00,54.04,40.53,5.43,967.4,84.39,9.51,142.6,-7.0,0.0752,1.189,12.91,1.8,0.6,372.2,294.1,68.9,134.1,1.417,16.84,15.81,0.0639,31.53,30.97,5.6,48.8
LAB-HAM-2023-01005,REC-HAM-2023-00289,Mid-Process,2023-05-19 07:37:00,39.61,58.56,1.83,938.0,57.37,7.66,135.5,-7.0,0.0752,1.189,12.91,1.8,0.6,372.2,294.1,68.9,134.1,1.417,23.46,22.25,0.0639,31.53,30.97,5.6,48.8
LAB-HAM-2023-01006,REC-HAM-2023-00289,Oil Output,2023-05-19 16:37:00,2.17,93.86,3.97,895.3,39.09,6.16,121.8,-7.0,0.0602,0.713,12.91,1.6,0.5,186.1,29.4,20.7,6.7,1.417,38.0,35.42,0.0639,31.53,3.1,0.6,48.8
LAB-PIR-2023-01876,REC-PIR-2023-00536,Inlet,2023-05-19 01:27:27,84.04,11.78,4.18,1002.9,35.92,5.87,34.0,1.5,0.3487,2.997,11.1,43.2,17.0,454.8,7592.1,29.0,16770.6,1.113,4.79,4.47,0.0026,17.92,48.12,0.5,30.7
LAB-PIR-2023-01877,REC-PIR-2023-00536,Mid-Process,2023-05-18 19:27:27,77.27,20.24,2.49,994.1,23.46,4.59,32.3,1.5,0.3487,2.997,11.1,43.2,17.0,454.8,7592.1,29.0,16770.6,1.113,8.67,8.29,0.0026,17.92,48.12,0.5,30.7
LAB-PIR-2023-01878,REC-PIR-2023-00536,Oil Output,2023-05-18 11:27:27,2.3,94.76,2.94,892.3,67.01,8.36,81.6,1.5,0.279,1.798,11.1,38.9,15.3,227.4,759.2,8.7,838.5,1.113,40.05,37.29,0.0026,17.92,4.81,0.1,30.7
LAB-HAM-2023-01007,REC-HAM-2023-00290,Inlet,2023-05-18 18:51:13,37.08,42.14,20.78,1013.6,13894.25,145.78,143.3,16.2,0.2902,0.277,13.66,15.4,3.9,169.9,486.1,12.6,76.1,4.773,18.53,17.53,0.0459,33.0,63.49,51.4,143.2
LAB-HAM-2023-01008,REC-HAM-2023-00290,Mid-Process,2023-05-18 14:51:13,23.76,58.79,17.45,971.0,8519.6,112.73,136.1,16.2,0.2902,0.277,13.66,15.4,3.9,169.9,486.1,12.6,76.1,4.773,23.69,22.23,0.0459,33.0,63.49,51.4,143.2
LAB-HAM-2023-01009,REC-HAM-2023-00290,Oil Output,2023-05-19 19:51:13,1.9,96.14,1.96,882.8,73.17,8.78,195.6,16.2,0.2322,0.166,13.66,13.9,3.5,85.0,48.6,3.8,3.8,4.773,39.77,37.58,0.0459,33.0,6.35,5.1,143.2
LAB-PIR-2023-01879,REC-PIR-2023-00537,Inlet,2023-05-18 17:44:58,27.29,52.15,20.56,991.5,13475.61,143.46,143.5,24.5,0.0541,0.873,16.8,3.5,0.8,335.8,446.2,43.3,427.7,4.763,21.25,20.38,0.0757,14.95,43.31,43.7,151.4
LAB-PIR-2023-01880,REC-PIR-2023-00537,Mid-Process,2023-05-18 10:44:58,17.29,64.65,18.06,985.4,8670.12,113.78,136.3,24.5,0.0541,0.873,16.8,3.5,0.8,335.8,446.2,43.3,427.7,4.763,26.41,24.95,0.0757,14.95,43.31,43.7,151.4
LAB-PIR-2023-01881,REC-PIR-2023-00537,Oil Output,2023-05-19 21:44:58,2.29,96.11,1.6,921.6,49.99,7.09,128.0,24.5,0.0433,0.524,16.8,3.1,0.7,167.9,44.6,13.0,21.4,4.763,41.86,39.01,0.0757,14.95,4.33,4.4,151.4
LAB-PIR-2023-01882,REC-PIR-2023-00538,Inlet,2023-05-18 12:54:42,39.79,54.37,5.84,954.6,480.72,24.56,102.0,9.3,0.3475,1.251,2.41,35.2,12.4,342.7,399.0,78.9,493.6,0.987,23.08,21.52,0.0872,48.29,43.24,40.4,28.7
LAB-PIR-2023-01883,REC-PIR-2023-00538,Mid-Process,2023-05-19 09:54:42,29.11,67.72,3.17,942.1,271.22,18.04,96.9,9.3,0.3475,1.251,2.41,35.2,12.4,342.7,399.0,78.9,493.6,0.987,28.3,26.76,0.0872,48.29,43.24,40.4,28.7
LAB-PIR-2023-01884,REC-PIR-2023-00538,Oil Output,2023-05-20 07:54:42,2.1,93.68,4.22,888.5,16.04,3.66,121.9,9.3,0.278,0.751,2.41,31.7,11.2,171.3,39.9,23.7,24.7,0.987,41.18,38.42,0.0872,48.29,4.32,4.0,28.7
LAB-PIR-2023-01885,REC-PIR-2023-00539,Inlet,2023-05-19 13:44:00,12.46,55.76,31.78,1091.1,5881.35,92.76,100.4,21.8,4.2026,0.576,2.59,398.1,146.7,458.5,341.0,65.9,136.4,3.303,23.5,22.52,0.0883,37.55,154.43,34.9,189.0
LAB-PIR-2023-01886,REC-PIR-2023-00539,Mid-Process,2023-05-18 12:44:00,0.53,70.67,28.8,1001.3,2688.97,61.38,95.4,21.8,4.2026,0.576,2.59,398.1,146.7,458.5,341.0,65.9,136.4,3.303,28.2,26.92,0.0883,37.55,154.43,34.9,189.0
LAB-PIR-2023-01887,REC-PIR-2023-00539,Oil Output,2023-05-20 01:44:00,1.06,93.51,5.43,850.7,59.4,7.81,82.8,21.8,3.3621,0.346,2.59,358.3,132.0,229.2,34.1,19.8,6.8,3.303,41.12,38.73,0.0883,37.55,15.44,3.5,189.0
LAB-MLT-2023-00557,REC-MLT-2023-00163,Inlet,2023-05-20 13:27:08,45.38,50.03,4.59,965.8,493.27,24.9,129.8,8.0,0.3154,2.429,7.23,23.6,10.1,157.1,321.9,47.7,357.9,2.042,21.45,20.02,0.0041,4.64,12.17,7.3,21.8
LAB-MLT-2023-00558,REC-MLT-2023-00163,Mid-Process,2023-05-19 14:27:08,33.57,64.8,1.63,928.4,343.05,20.48,123.3,8.0,0.3154,2.429,7.23,23.6,10.1,157.1,321.9,47.7,357.9,2.042,27.22,25.72,0.0041,4.64,12.17,7.3,21.8
LAB-MLT-2023-00559,REC-MLT-2023-00163,Oil Output,2023-05-19 05:27:08,1.39,92.42,6.19,880.2,69.73,8.55,63.4,8.0,0.2523,1.457,7.23,21.2,9.1,78.5,32.2,14.3,17.9,2.042,38.63,36.93,0.0041,4.64,1.22,0.7,21.8
LAB-PIR-2023-01888,REC-PIR-2023-00540,Inlet,2023-05-20 01:15:06,22.38,53.11,24.51,1024.6,7257.31,103.61,110.3,2.8,0.4178,0.948,17.37,35.5,8.3,97.2,298.1,31.4,343.4,4.62,22.26,20.86,0.0924,45.6,23.01,15.5,82.3
LAB-PIR-2023-01889,REC-PIR-2023-00540,Mid-Process,2023-05-19 13:15:06,14.67,62.74,22.59,980.1,3236.45,67.7,104.8,2.8,0.4178,0.948,17.37,35.5,8.3,97.2,298.1,31.4,343.4,4.62,26.13,24.58,0.0924,45.6,23.01,15.5,82.3
LAB-PIR-2023-01890,REC-PIR-2023-00540,Oil Output,2023-05-19 14:15:06,1.02,95.59,3.39,866.2,66.71,8.34,131.4,2.8,0.3342,0.569,17.37,31.9,7.5,48.6,29.8,9.4,17.2,4.62,40.91,38.45,0.0924,45.6,2.3,1.6,82.3
LAB-PIR-2023-01891,REC-PIR-2023-00540,Water Output,2023-05-19 14:15:06,99.96,0.03,0.01,1021.4,2.01,1.95,,2.8,0.4178,0.948,17.37,35.5,8.3,97.2,298.1,31.4,343.4,4.62,0.01,0.01,0.0924,45.6,23.01,15.5,82.3
LAB-PIR-2023-01892,REC-PIR-2023-00541,Inlet,2023-05-18 22:15:50,46.96,46.14,6.9,954.6,396.85,22.15,77.2,-8.9,2.9058,2.523,9.44,313.2,91.1,74.4,384.1,7.9,126.8,3.631,18.63,17.78,0.0159,19.41,124.8,35.3,46.3
LAB-PIR-2023-01893,REC-PIR-2023-00541,Mid-Process,2023-05-19 04:15:50,31.48,65.49,3.03,914.7,248.93,17.22,73.3,-8.9,2.9058,2.523,9.44,313.2,91.1,74.4,384.1,7.9,126.8,3.631,26.27,25.07,0.0159,19.41,124.8,35.3,46.3
LAB-PIR-2023-01894,REC-PIR-2023-00541,Oil Output,2023-05-20 00:15:50,1.2,97.1,1.7,905.9,29.99,5.29,99.7,-8.9,2.3246,1.514,9.44,281.9,82.0,37.2,38.4,2.4,6.3,3.631,40.05,37.61,0.0159,19.41,12.48,3.5,46.3
LAB-PIR-2023-01895,REC-PIR-2023-00541,Water Output,2023-05-19 17:15:50,99.95,0.04,0.01,1019.8,4.56,0.64,,-8.9,2.9058,2.523,9.44,313.2,91.1,74.4,384.1,7.9,126.8,3.631,0.02,0.02,0.0159,19.41,124.8,35.3,46.3
LAB-MLT-2023-00560,REC-MLT-2023-00164,Inlet,2023-05-19 23:15:51,4.39,89.89,5.72,875.8,150.98,13.11,94.6,19.9,0.0685,0.12,3.33,2.4,0.9,329.8,68.2,45.3,126.1,4.851,38.34,36.8,0.0405,39.44,134.45,0.3,11.8
LAB-MLT-2023-00561,REC-MLT-2023-00164,Mid-Process,2023-05-20 15:15:51,0.5,99.0,0.5,869.7,94.86,10.15,89.9,19.9,0.0685,0.12,3.33,2.4,0.9,329.8,68.2,45.3,126.1,4.851,41.96,39.19,0.0405,39.44,134.45,0.3,11.8
LAB-MLT-2023-00562,REC-MLT-2023-00164,Oil Output,2023-05-19 12:15:51,0.89,93.53,5.58,922.4,61.35,7.95,91.7,19.9,0.0548,0.072,3.33,2.2,0.8,164.9,6.8,13.6,6.3,4.851,40.56,37.9,0.0405,39.44,13.45,0.0,11.8
LAB-PIR-2023-01896,REC-PIR-2023-00542,Inlet,2023-05-20 08:53:14,49.36,49.27,1.37,941.9,420.38,22.85,139.8,-13.2,0.0955,0.806,10.2,4.5,1.1,435.5,422.0,21.6,174.0,2.566,21.28,20.29,0.0749,5.27,21.2,32.6,37.3
LAB-PIR-2023-01897,REC-PIR-2023-00542,Mid-Process,2023-05-20 09:53:14,39.86,60.13,0.01,896.6,280.44,18.36,132.8,-13.2,0.0955,0.806,10.2,4.5,1.1,435.5,422.0,21.6,174.0,2.566,24.24,23.23,0.0749,5.27,21.2,32.6,37.3
LAB-PIR-2023-01898,REC-PIR-2023-00542,Oil Output,2023-05-20 19:53:14,0.42,95.79,3.79,896.7,72.39,8.73,122.2,-13.2,0.0764,0.484,10.2,4.0,1.0,217.8,42.2,6.5,8.7,2.566,42.16,40.34,0.0749,5.27,2.12,3.3,37.3
LAB-PIR-2023-01899,REC-PIR-2023-00542,Water Output,2023-05-20 02:53:14,99.97,0.02,0.01,1024.9,4.19,1.56,,-13.2,0.0955,0.806,10.2,4.5,1.1,435.5,422.0,21.6,174.0,2.566,0.01,0.01,0.0749,5.27,21.2,32.6,37.3
LAB-MLT-2023-00563,REC-MLT-2023-00165,Inlet,2023-05-21 03:07:16,89.59,7.27,3.14,1025.3,16.38,3.71,40.6,29.8,2.9152,2.269,15.3,158.2,56.8,272.4,29837.4,46.6,8604.5,2.369,3.11,2.92,0.068,22.48,67.38,0.8,7.2
LAB-MLT-2023-00564,REC-MLT-2023-00165,Mid-Process,2023-05-21 02:07:16,77.81,21.99,0.2,998.6,8.61,2.51,38.6,29.8,2.9152,2.269,15.3,158.2,56.8,272.4,29837.4,46.6,8604.5,2.369,8.99,8.62,0.068,22.48,67.38,0.8,7.2
LAB-MLT-2023-00565,REC-MLT-2023-00165,Oil Output,2023-05-19 09:07:16,2.26,97.17,0.57,853.5,22.74,4.5,52.6,29.8,2.3322,1.361,15.3,142.4,51.1,136.2,2983.7,14.0,430.2,2.369,39.78,37.33,0.068,22.48,6.74,0.1,7.2
LAB-MLT-2023-00566,REC-MLT-2023-00165,Solids Output,2023-05-19 07:07:16,15.22,5.27,79.51,1311.9,,,,29.8,2.9152,2.269,15.3,158.2,56.8,272.4,29837.4,46.6,8604.5,2.369,2.27,2.12,0.068,22.48,67.38,0.8,7.2
LAB-MLT-2023-00567,REC-MLT-2023-00166,Inlet,2023-05-20 22:23:45,92.75,5.01,2.24,1011.4,8.92,2.57,46.5,-13.6,0.1602,0.757,7.99,20.4,7.3,259.6,9798.3,59.2,400.7,0.807,2.06,1.97,0.0711,23.35,53.11,9.2,4.6
LAB-MLT-2023-00568,REC-MLT-2023-00166,Mid-Process,2023-05-19 10:23:45,85.88,13.6,0.52,987.5,4.23,1.6,44.2,-13.6,0.1602,0.757,7.99,20.4,7.3,259.6,9798.3,59.2,400.7,0.807,5.47,5.24,0.0711,23.35,53.11,9.2,4.6
LAB-MLT-2023-00569,REC-MLT-2023-00166,Oil Output,2023-05-20 20:23:45,1.24,92.99,5.77,893.3,27.01,4.98,82.2,-13.6,0.1282,0.454,7.99,18.4,6.6,129.8,979.8,17.8,20.0,0.807,39.28,36.91,0.0711,23.35,5.31,0.9,4.6
LAB-MLT-2023-00570,REC-MLT-2023-00166,Water Output,2023-05-19 12:23:45,99.96,0.03,0.01,1007.1,1.95,0.6,,-13.6,0.1602,0.757,7.99,20.4,7.3,259.6,9798.3,59.2,400.7,0.807,0.01,0.01,0.0711,23.35,53.11,9.2,4.6
LAB-PIR-2023-01900,REC-PIR-2023-00543,Inlet,2023-05-20 11:36:37,55.79,38.88,5.33,961.1,407.7,22.47,89.5,14.3,0.3189,1.336,6.17,17.7,7.5,18.2,388.3,5.9,77.4,3.684,16.38,15.63,0.0604,38.25,150.13,24.8,12.0
LAB-PIR-2023-01901,REC-PIR-2023-00543,Mid-Process,2023-05-21 07:36:37,41.8,56.37,1.83,956.7,263.04,17.74,85.0,14.3,0.3189,1.336,6.17,17.7,7.5,18.2,388.3,5.9,77.4,3.684,22.6,21.43,0.0604,38.25,150.13,24.8,12.0
LAB-PIR-2023-01902,REC-PIR-2023-00543,Oil Output,2023-05-19 20:36:37,2.56,95.13,2.31,926.6,5.59,1.92,109.4,14.3,0.2551,0.802,6.17,15.9,6.8,9.1,38.8,1.8,3.9,3.684,41.74,38.86,0.0604,38.25,15.01,2.5,12.0
LAB-PIR-2023-01903,REC-PIR-2023-00543,Solids Output,2023-05-20 10:36:37,22.65,10.26,67.09,1488.9,,,,14.3,0.3189,1.336,6.17,17.7,7.5,18.2,388.3,5.9,77.4,3.684,4.48,3.92,0.0604,38.25,150.13,24.8,12.0
LAB-PIR-2023-01904,REC-PIR-2023-00544,Inlet,2023-05-20 06:36:50,25.74,55.77,18.49,993.2,10431.12,125.4,155.8,-0.7,0.1701,1.301,14.4,24.9,6.6,97.8,442.0,27.3,217.7,3.326,24.29,22.86,0.0343,22.55,6.78,38.3,189.5
LAB-PIR-2023-01905,REC-PIR-2023-00544,Mid-Process,2023-05-20 23:36:50,14.81,69.44,15.75,980.8,7172.79,102.98,148.0,-0.7,0.1701,1.301,14.4,24.9,6.6,97.8,442.0,27.3,217.7,3.326,30.11,28.85,0.0343,22.55,6.78,38.3,189.5
LAB-PIR-2023-01906,REC-PIR-2023-00544,Oil Output,2023-05-20 21:36:50,1.88,95.91,2.21,869.5,33.24,5.61,117.1,-0.7,0.1361,0.781,14.4,22.4,5.9,48.9,44.2,8.2,10.9,3.326,41.33,38.86,0.0343,22.55,0.68,3.8,189.5
LAB-PIR-2023-01907,REC-PIR-2023-00544,Water Output,2023-05-20 00:36:50,99.95,0.04,0.01,1015.2,3.19,0.7,,-0.7,0.1701,1.301,14.4,24.9,6.6,97.8,442.0,27.3,217.7,3.326,0.02,0.02,0.0343,22.55,6.78,38.3,189.5
LAB-PIR-2023-01908,REC-PIR-2023-00545,Inlet,2023-05-21 03:42:22,18.57,46.62,34.81,1044.6,8833.84,114.9,145.0,18.9,2.4493,2.594,10.91,139.4,59.2,340.7,377.0,38.6,117.9,3.374,19.91,18.9,0.0523,16.88,115.82,50.2,177.5
LAB-PIR-2023-01909,REC-PIR-2023-00545,Mid-Process,2023-05-21 06:42:22,10.92,58.21,30.87,1025.1,3748.5,73.15,137.8,18.9,2.4493,2.594,10.91,139.4,59.2,340.7,377.0,38.6,117.9,3.374,23.32,21.78,0.0523,16.88,115.82,50.2,177.5
LAB-PIR-2023-01910,REC-PIR-2023-00545,Oil Output,2023-05-20 05:42:22,0.54,93.91,5.55,861.3,65.38,8.24,95.7,18.9,1.9594,1.556,10.91,125.5,53.3,170.3,37.7,11.6,5.9,3.374,40.88,38.96,0.0523,16.88,11.58,5.0,177.5
LAB-PIR-2023-01911,REC-PIR-2023-00546,Inlet,2023-05-20 16:50:42,89.32,8.87,1.81,1002.5,29.56,5.24,70.8,-0.6,0.2232,1.329,7.36,1.3,0.5,402.1,9725.4,11.5,129.2,2.476,3.69,3.46,0.0833,22.17,89.99,9.6,39.0
LAB-PIR-2023-01912,REC-PIR-2023-00546,Mid-Process,2023-05-21 06:50:42,82.23,17.74,0.03,1000.0,18.66,4.01,67.3,-0.6,0.2232,1.329,7.36,1.3,0.5,402.1,9725.4,11.5,129.2,2.476,7.4,6.97,0.0833,22.17,89.99,9.6,39.0
LAB-PIR-2023-01913,REC-PIR-2023-00546,Oil Output,2023-05-21 08:50:42,0.66,93.42,5.92,884.8,65.52,8.25,72.2,-0.6,0.1786,0.797,7.36,1.2,0.5,201.1,972.5,3.4,6.5,2.476,40.77,38.97,0.0833,22.17,9.0,1.0,39.0
LAB-PIR-2023-01914,REC-PIR-2023-00547,Inlet,2023-05-21 07:43:45,93.39,5.47,1.14,999.1,40.73,6.31,45.5,12.7,2.3749,0.169,10.2,224.2,52.6,261.7,20515.1,36.1,91.4,4.086,2.19,2.08,0.0122,33.58,67.53,8.8,26.7
LAB-PIR-2023-01915,REC-PIR-2023-00547,Mid-Process,2023-05-20 00:43:45,84.5,15.49,0.01,996.9,25.54,4.82,43.2,12.7,2.3749,0.169,10.2,224.2,52.6,261.7,20515.1,36.1,91.4,4.086,6.5,6.12,0.0122,33.58,67.53,8.8,26.7
LAB-PIR-2023-01916,REC-PIR-2023-00547,Oil Output,2023-05-20 21:43:45,1.52,95.96,2.52,853.6,52.89,7.32,62.9,12.7,1.8999,0.101,10.2,201.8,47.3,130.8,2051.5,10.8,4.6,4.086,40.02,38.11,0.0122,33.58,6.75,0.9,26.7
LAB-PIR-2023-01917,REC-PIR-2023-00547,Solids Output,2023-05-20 04:43:45,11.43,7.27,81.3,1517.1,,,,12.7,2.3749,0.169,10.2,224.2,52.6,261.7,20515.1,36.1,91.4,4.086,2.9,2.72,0.0122,33.58,67.53,8.8,26.7
LAB-PIR-2023-01918,REC-PIR-2023-00548,Inlet,2023-05-21 06:55:09,86.47,12.74,0.79,991.9,48.73,6.98,67.8,16.4,0.0752,0.059,17.2,3.0,0.8,271.7,21206.7,20.9,8729.5,0.512,5.34,4.97,0.0058,20.8,110.91,8.2,46.5
LAB-PIR-2023-01919,REC-PIR-2023-00548,Mid-Process,2023-05-20 21:55:09,69.84,30.15,0.01,961.4,24.53,4.71,64.4,16.4,0.0752,0.059,17.2,3.0,0.8,271.7,21206.7,20.9,8729.5,0.512,13.03,12.12,0.0058,20.8,110.91,8.2,46.5
LAB-PIR-2023-01920,REC-PIR-2023-00548,Oil Output,2023-05-21 06:55:09,0.61,96.61,2.78,890.5,29.58,5.25,33.4,16.4,0.0602,0.035,17.2,2.7,0.7,135.8,2120.7,6.3,436.5,0.512,39.59,37.34,0.0058,20.8,11.09,0.8,46.5
LAB-PIR-2023-01921,REC-PIR-2023-00549,Inlet,2023-05-21 10:25:01,24.82,61.5,13.68,1005.9,3885.96,74.56,173.8,6.3,4.3249,2.651,12.0,245.9,79.6,453.1,353.3,32.0,357.8,1.729,24.87,23.4,0.0757,20.98,131.44,51.0,43.2
LAB-PIR-2023-01922,REC-PIR-2023-00549,Mid-Process,2023-05-20 05:25:01,17.68,70.43,11.89,917.7,2019.57,52.75,165.1,6.3,4.3249,2.651,12.0,245.9,79.6,453.1,353.3,32.0,357.8,1.729,30.84,29.15,0.0757,20.98,131.44,51.0,43.2
LAB-PIR-2023-01923,REC-PIR-2023-00549,Oil Output,2023-05-21 06:25:01,0.49,95.61,3.9,861.9,71.45,8.66,206.9,6.3,3.4599,1.591,12.0,221.3,71.6,226.6,35.3,9.6,17.9,1.729,38.35,35.78,0.0757,20.98,13.14,5.1,43.2
LAB-GIB-2023-00994,REC-GIB-2023-00290,Inlet,2023-05-21 14:57:20,33.61,37.53,28.86,1055.8,7746.86,107.23,143.4,26.1,0.0938,2.632,12.32,2.7,0.7,113.5,379.8,31.9,456.7,2.349,15.69,14.84,0.0098,1.8,128.59,59.1,172.6
LAB-GIB-2023-00995,REC-GIB-2023-00290,Mid-Process,2023-05-20 17:57:20,19.82,54.77,25.41,1063.8,4270.11,78.36,136.2,26.1,0.0938,2.632,12.32,2.7,0.7,113.5,379.8,31.9,456.7,2.349,22.97,21.39,0.0098,1.8,128.59,59.1,172.6
LAB-GIB-2023-00996,REC-GIB-2023-00290,Oil Output,2023-05-21 15:57:20,0.67,96.46,2.87,874.3,12.23,3.11,112.0,26.1,0.075,1.579,12.32,2.4,0.6,56.8,38.0,9.6,22.8,2.349,40.92,38.55,0.0098,1.8,12.86,5.9,172.6
LAB-GIB-2023-00997,REC-GIB-2023-00290,Water Output,2023-05-20 04:57:20,99.98,0.01,0.01,1011.6,4.89,0.89,,26.1,0.0938,2.632,12.32,2.7,0.7,113.5,379.8,31.9,456.7,2.349,0.0,0.0,0.0098,1.8,128.59,59.1,172.6
LAB-GIB-2023-00998,REC-GIB-2023-00290,Solids Output,2023-05-21 08:57:20,19.51,13.51,66.98,1318.0,,,,26.1,0.0938,2.632,12.32,2.7,0.7,113.5,379.8,31.9,456.7,2.349,5.8,5.17,0.0098,1.8,128.59,59.1,172.6
LAB-PIR-2023-01924,REC-PIR-2023-00550,Inlet,2023-05-19 22:26:30,84.07,10.49,5.44,1021.4,13.78,3.34,39.2,19.5,3.7966,1.631,15.23,196.6,58.2,261.1,5556.0,40.0,17642.3,3.673,4.55,4.33,0.083,3.42,148.93,7.6,25.0
LAB-PIR-2023-01925,REC-PIR-2023-00550,Mid-Process,2023-05-20 11:26:30,77.25,19.01,3.74,1000.1,9.14,2.6,37.2,19.5,3.7966,1.631,15.23,196.6,58.2,261.1,5556.0,40.0,17642.3,3.673,8.17,7.67,0.083,3.42,148.93,7.6,25.0
LAB-PIR-2023-01926,REC-PIR-2023-00550,Oil Output,2023-05-21 09:26:30,1.04,94.31,4.65,852.2,64.11,8.15,54.5,19.5,3.0373,0.979,15.23,176.9,52.4,130.6,555.6,12.0,882.1,3.673,39.41,36.8,0.083,3.42,14.89,0.8,25.0
LAB-PIR-2023-01927,REC-PIR-2023-00550,Solids Output,2023-05-21 01:26:30,6.67,13.27,80.06,1242.2,,,,19.5,3.7966,1.631,15.23,196.6,58.2,261.1,5556.0,40.0,17642.3,3.673,5.62,5.01,0.083,3.42,148.93,7.6,25.0
LAB-PIR-2023-01928,REC-PIR-2023-00551,Inlet,2023-05-20 21:55:06,85.66,11.85,2.49,1012.9,26.74,4.95,62.3,-5.2,0.061,0.376,7.64,4.2,1.7,458.0,18160.2,41.8,12636.6,3.509,4.86,4.63,0.026,22.38,161.41,9.3,8.3
LAB-PIR-2023-01929,REC-PIR-2023-00551,Mid-Process,2023-05-20 02:55:06,80.55,18.24,1.21,988.1,14.74,3.48,59.2,-5.2,0.061,0.376,7.64,4.2,1.7,458.0,18160.2,41.8,12636.6,3.509,7.42,6.95,0.026,22.38,161.41,9.3,8.3
LAB-PIR-2023-01930,REC-PIR-2023-00551,Oil Output,2023-05-21 14:55:06,0.91,96.16,2.93,908.9,41.74,6.4,84.2,-5.2,0.0488,0.226,7.64,3.8,1.5,229.0,1816.0,12.5,631.8,3.509,39.15,37.25,0.026,22.38,16.14,0.9,8.3
LAB-PIR-2023-01931,REC-PIR-2023-00551,Water Output,2023-05-20 01:55:06,99.98,0.01,0.01,1007.9,1.62,0.6,,-5.2,0.061,0.376,7.64,4.2,1.7,458.0,18160.2,41.8,12636.6,3.509,0.0,0.0,0.026,22.38,161.41,9.3,8.3
LAB-PIR-2023-01932,REC-PIR-2023-00551,Solids Output,2023-05-21 18:55:06,16.06,7.45,76.49,1251.2,,,,-5.2,0.061,0.376,7.64,4.2,1.7,458.0,18160.2,41.8,12636.6,3.509,3.01,2.8,0.026,22.38,161.41,9.3,8.3
LAB-PIR-2023-01933,REC-PIR-2023-00552,Inlet,2023-05-20 04:20:11,14.1,83.59,2.31,928.5,227.68,16.4,64.0,28.4,0.0903,0.305,4.3,3.8,1.0,287.2,161.5,13.6,181.8,1.226,36.56,34.3,0.0343,39.94,24.46,2.9,6.0
LAB-PIR-2023-01934,REC-PIR-2023-00552,Mid-Process,2023-05-21 02:20:11,9.76,89.01,1.23,857.4,91.56,9.95,60.8,28.4,0.0903,0.305,4.3,3.8,1.0,287.2,161.5,13.6,181.8,1.226,38.82,36.53,0.0343,39.94,24.46,2.9,6.0
LAB-PIR-2023-01935,REC-PIR-2023-00552,Oil Output,2023-05-20 20:20:11,0.12,97.54,2.34,919.8,37.58,6.02,126.4,28.4,0.0722,0.183,4.3,3.4,0.9,143.6,16.2,4.1,9.1,1.226,42.33,40.05,0.0343,39.94,2.45,0.3,6.0
LAB-PIR-2023-01936,REC-PIR-2023-00552,Solids Output,2023-05-21 02:20:11,16.72,13.87,69.41,1356.4,,,,28.4,0.0903,0.305,4.3,3.8,1.0,287.2,161.5,13.6,181.8,1.226,5.55,5.5,0.0343,39.94,24.46,2.9,6.0
LAB-PIR-2023-01937,REC-PIR-2023-00553,Inlet,2023-05-21 07:07:16,37.81,55.73,6.46,951.7,379.31,21.62,61.3,0.7,0.1064,2.357,11.66,3.5,1.0,228.4,199.8,36.1,151.7,2.53,22.91,21.66,0.0978,6.92,49.29,17.8,9.9
LAB-PIR-2023-01938,REC-PIR-2023-00553,Mid-Process,2023-05-21 16:07:16,24.57,72.28,3.15,938.8,263.69,17.76,58.2,0.7,0.1064,2.357,11.66,3.5,1.0,228.4,199.8,36.1,151.7,2.53,28.93,27.09,0.0978,6.92,49.29,17.8,9.9
LAB-PIR-2023-01939,REC-PIR-2023-00553,Oil Output,2023-05-21 03:07:16,1.54,94.4,4.06,864.7,57.41,7.66,119.9,0.7,0.0851,1.414,11.66,3.1,0.9,114.2,20.0,10.8,7.6,2.53,40.25,38.02,0.0978,6.92,4.93,1.8,9.9
LAB-PIR-2023-01940,REC-PIR-2023-00553,Solids Output,2023-05-20 04:07:16,15.4,3.51,81.09,1535.1,,,,0.7,0.1064,2.357,11.66,3.5,1.0,228.4,199.8,36.1,151.7,2.53,1.48,1.41,0.0978,6.92,49.29,17.8,9.9
LAB-GIB-2023-00999,REC-GIB-2023-00291,Inlet,2023-05-22 03:37:14,43.7,47.66,8.64,989.0,179.93,14.43,75.1,2.3,0.0559,2.696,14.23,1.9,0.5,87.0,53.7,29.6,180.7,4.779,20.14,19.17,0.0041,9.72,82.6,45.7,14.3
LAB-GIB-2023-01000,REC-GIB-2023-00291,Mid-Process,2023-05-21 00:37:14,30.44,64.24,5.32,978.0,99.45,10.41,71.3,2.3,0.0559,2.696,14.23,1.9,0.5,87.0,53.7,29.6,180.7,4.779,28.18,26.23,0.0041,9.72,82.6,45.7,14.3
